DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
230605742,2023-02-10,2023-02-09,2145,Hollywood,ROBBERY,33,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700 N  GRAMERCY                     PL
231906676,2023-03-06,2023-02-03,1320,Mission,THEFT OF IDENTITY,56,F,H,,Invest Cont,11000    NOBLE                        AV
220115356,2022-07-01,2022-07-01,1511,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600 W  18TH                         ST
222016388,2022-10-27,2022-09-17,0001,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,BOTTLE,Invest Cont,PICO                         BL
220115822,2022-07-10,2022-07-10,0200,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,B,PIPE/METAL PIPE,Invest Cont,6TH
222018120,2022-12-07,2022-12-07,1220,Olympic,ROBBERY,41,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WILSHIRE                     BL
221000829,2022-08-12,2022-08-12,1530,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,H,HAND GUN,Invest Cont,BALBOA
221517560,2022-11-19,2022-11-10,0700,N Hollywood,THEFT OF IDENTITY,60,M,W,,Invest Cont,4300    IRVINE                       AV
221115241,2022-10-18,2022-10-12,1400,Northeast,BURGLARY,26,F,W,,Invest Cont,1100 N  CORONADO                     ST
220617509,2022-10-13,2022-10-05,1018,Hollywood,THEFT OF IDENTITY,48,F,H,,Invest Cont,2000    IVAR                         AV
220122617,2022-10-16,2022-10-15,2300,Central,BURGLARY FROM VEHICLE,33,M,O,,Invest Cont,1100 S  LOS ANGELES                  ST
222114094,2022-09-09,2022-09-07,1035,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59,F,W,,Invest Cont,8500    HANNA                        AV
222117732,2022-12-13,2022-11-26,1000,Topanga,THEFT OF IDENTITY,32,M,O,,Invest Cont,7300    LOMA VERDE                   AV
221510607,2022-06-04,2022-06-04,1200,N Hollywood,BATTERY - SIMPLE ASSAULT,15,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Other,12400    VANOWEN                      ST
230704253,2023-01-06,2023-01-02,1249,Wilshire,THEFT OF IDENTITY,22,F,H,,Invest Cont,1200 S  BRONSON                      AV
220316091,2022-09-02,2022-09-02,0835,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,F,H,,Invest Cont,1300    ROLLAND CURTIS               PL
231604046,2023-01-03,2023-01-03,0155,Foothill,CONTEMPT OF COURT,48,F,H,,Adult Other,13800    JUDD                         ST
230908643,2023-04-26,2023-04-20,1900,Van Nuys,BURGLARY FROM VEHICLE,44,M,O,,Invest Cont,5700    WOODMAN                      AV
220615061,2022-08-23,2022-08-23,2000,Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER),62,M,H,,Invest Cont,1200 N  WILTON                       PL
230109323,2023-03-25,2023-03-25,1240,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,W,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,FIGUEROA
230304402,2023-01-09,2022-12-23,1200,Southwest,BURGLARY,21,X,X,,Invest Cont,4100 S  VERMONT                      AV
221610784,2022-07-25,2022-07-14,1645,Foothill,VIOLATION OF COURT ORDER,31,F,H,,Adult Other,10100    LAUREL CANYON                BL
230109618,2023-03-30,2023-03-30,0900,Central,BURGLARY FROM VEHICLE,34,M,K,,Invest Cont,600 N  SPRING                       ST
230107053,2023-02-15,2023-02-10,1902,Central,THEFT PLAIN - PETTY ($950 & UNDER),35,F,A,,Invest Cont,500 N  FIGUEROA                     ST
230110069,2023-04-07,2023-04-06,1840,Central,BURGLARY FROM VEHICLE,31,F,W,,Invest Cont,200 S  SPRING                       ST
220120374,2022-09-13,2022-09-13,1520,Central,THEFT PLAIN - PETTY ($950 & UNDER),63,M,B,,Invest Cont,12TH                         ST
231207994,2023-03-06,2023-03-06,2245,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,53,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,6800    10TH                         AV
231911127,2023-07-02,2023-06-30,1800,Mission,BATTERY - SIMPLE ASSAULT,48,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8400    CEDROS                       AV
220319376,2022-10-30,2022-10-30,1900,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,36,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4100 S  MUIRFIELD                    RD
220517063,2022-12-15,2022-11-11,0700,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),42,M,H,,Invest Cont,1000 S  SEASIDE                      AV
231505302,2023-02-02,2022-06-09,1235,N Hollywood,THEFT OF IDENTITY,30,M,Z,,Invest Cont,5600    FULCHER                      AV
221316574,2022-07-16,2022-07-05,2100,Newton,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),68,M,H,,Invest Cont,600 E  ADAMS                        BL
231807277,2023-03-07,2023-03-07,2235,Southeast,ARSON,33,M,B,,Invest Cont,600 W  108TH                        ST
220618805,2022-11-11,2022-11-10,1830,Hollywood,BATTERY - SIMPLE ASSAULT,27,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5900    HOLLYWOOD                    BL
220117675,2022-07-22,2022-07-21,1013,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,M,W,,Invest Cont,200 S  SPRING                       ST
222116320,2022-11-05,2022-06-01,0700,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),35,M,X,,Invest Cont,CALIFA                       ST
221017533,2022-12-10,2022-12-10,1200,West Valley,BATTERY - SIMPLE ASSAULT,30,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,18400    VENTURA                      BL
220212117,2022-06-18,2022-06-07,0830,Rampart,BURGLARY,48,F,H,,Invest Cont,200 S  RAMPART                      BL
230805632,2023-02-06,2023-02-05,1440,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",77,M,W,,Invest Cont,800    ALMA REAL                    DR
232004587,2023-01-16,2023-01-16,0230,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,38,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,700 S  NORMANDIE                    AV
231010119,2023-06-09,2023-06-09,0200,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,F,O,,Invest Cont,19000    VENTURA                      BL
231108432,2023-04-29,2023-04-29,1540,Northeast,ORAL COPULATION,51,F,H,HAND GUN,Invest Cont,1300    WESTERLY                     TR
231812658,2023-06-29,2023-06-29,0330,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,60,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WILMINGTON                   AV
221819380,2022-10-20,2022-10-19,2245,Southeast,BURGLARY FROM VEHICLE,41,F,A,,Invest Cont,94TH                         ST
221416209,2022-09-04,2022-09-04,2210,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,28,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4100    REDWOOD                      AV
230205267,2023-01-30,2023-01-17,1925,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),64,F,B,,Invest Cont,100 N  BENTON                       WY
232004591,2023-01-16,2023-01-15,2330,Olympic,BURGLARY FROM VEHICLE,36,M,B,,Invest Cont,NEW HAMPSHIRE
221712702,2022-07-08,2022-06-06,1824,Devonshire,THEFT OF IDENTITY,60,F,W,,Invest Cont,10000    SUNNYBRAE                    AV
231406102,2023-02-21,2023-02-21,1957,Pacific,BURGLARY,61,F,B,,Invest Cont,12900    BLUFF CREEK                  DR
230807768,2023-03-28,2023-03-10,1020,West LA,BATTERY - SIMPLE ASSAULT,58,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2700 N  SEPULVEDA                    BL
221821983,2022-12-10,2022-12-10,0600,Southeast,ROBBERY,44,F,B,HAND GUN,Juv Arrest,200 E  90TH                         ST
221513274,2022-08-08,2022-08-01,0001,N Hollywood,"BUNCO, GRAND THEFT",82,F,W,,Invest Cont,5200    BELLINGHAM                   AV
221913288,2022-08-16,2022-08-15,1105,Mission,BURGLARY FROM VEHICLE,19,M,W,,Invest Cont,14900    DEVONSHIRE                   ST
221219602,2022-09-02,2022-09-02,0001,77th Street,THEFT OF IDENTITY,37,F,B,,Invest Cont,7800 S  NORMANDIE                    AV
220514209,2022-09-27,2022-09-27,0830,Harbor,BATTERY - SIMPLE ASSAULT,36,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1500 N  AVALON                       BL
221316114,2022-08-16,2022-08-01,0001,Newton,THEFT OF IDENTITY,41,F,H,,Invest Cont,1200 E  41ST                         ST
231412780,2023-06-24,2023-06-20,1230,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),74,F,W,,Invest Cont,700    APPLEBY                      ST
231504070,2023-01-02,2022-12-24,1020,N Hollywood,ATTEMPTED ROBBERY,60,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,AGNES
230306707,2023-02-21,2023-02-19,2130,Southwest,BURGLARY FROM VEHICLE,27,F,B,,Invest Cont,4000    HILLCREST                    DR
221712544,2022-08-21,2022-08-20,2200,Devonshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,8500    GARDEN GROVE                 AV
220515068,2022-10-19,2022-10-19,1927,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),67,M,W,,Invest Cont,1200 W  26TH                         ST
230509551,2023-06-03,2023-06-03,1100,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST
220312365,2022-06-16,2022-06-15,1205,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),44,M,W,,Invest Cont,4000 W  28TH                         ST
231213647,2023-06-10,2023-06-10,1235,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,36,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1800 W  71ST                         ST
220320539,2022-11-20,2022-11-18,1200,Southwest,BIKE - STOLEN,19,M,W,,Invest Cont,600 W  35TH                         ST
230507069,2023-03-25,2023-03-25,2350,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,UNKNOWN FIREARM,Invest Cont,1200 N  MARINE                       AV
221714782,2022-10-14,2022-10-14,0330,Devonshire,BURGLARY FROM VEHICLE,35,F,B,,Invest Cont,10000    WHITE OAK                    AV
230204768,2023-01-15,2023-01-08,2200,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,C,,Invest Cont,1100    WILSHIRE                     BL
230209671,2023-04-24,2023-04-20,2130,Rampart,BURGLARY FROM VEHICLE,27,M,K,,Invest Cont,1500    WILSHIRE                     BL
220314467,2022-07-31,2022-07-31,0900,Southwest,EXTORTION,44,F,B,,Invest Cont,3500 W  ADAMS                        BL
220910986,2022-07-02,2022-07-01,0001,Van Nuys,THEFT OF IDENTITY,27,F,H,,Invest Cont,14200    CALVERT                      ST
221216638,2022-07-28,2022-07-28,1410,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,MACE/PEPPER SPRAY,Invest Cont,54TH                         ST
230711309,2023-06-26,2023-06-26,1030,Wilshire,ROBBERY,78,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,LA CIENEGA
220710509,2022-06-16,2022-06-16,1220,Wilshire,ROBBERY,21,X,X,SCISSORS,Invest Cont,5400    WILSHIRE                     BL
221512675,2022-07-24,2022-07-24,0830,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),28,M,O,,Invest Cont,6800    VINELAND                     AV
230808103,2023-04-08,2021-08-15,0100,West LA,BATTERY - SIMPLE ASSAULT,14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2600 S  GARTH                        AV
231305167,2023-01-24,2023-01-24,1350,Newton,ROBBERY,42,F,H,PHYSICAL PRESENCE,Invest Cont,5900 S  MAIN                         ST
231304204,2023-01-03,2022-12-21,1704,Newton,THEFT PLAIN - PETTY ($950 & UNDER),38,F,H,,Invest Cont,600 E  47TH                         ST
221312940,2022-06-15,2022-06-03,0825,Newton,THEFT OF IDENTITY,30,F,B,,Invest Cont,5000 S  MAIN                         ST
220912310,2022-08-07,2022-08-07,0605,Van Nuys,BURGLARY,67,M,H,,Invest Cont,15000    SATICOY                      ST
220120078,2022-09-09,2022-09-07,1345,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,B,PIPE/METAL PIPE,Adult Arrest,400 E  5TH                          ST
220915942,2022-11-09,2022-11-09,0500,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,15100    BURBANK                      BL
221415593,2022-08-21,2021-09-15,1600,Pacific,THEFT OF IDENTITY,81,F,B,,Invest Cont,3600    MOTOR                        AV
231009927,2023-06-03,2023-06-02,0720,West Valley,INDECENT EXPOSURE,47,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,MARTHA                       ST
220620221,2022-12-16,2022-12-13,1900,Hollywood,BURGLARY FROM VEHICLE,38,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1900    TAMARIND                     AV
221117213,2022-12-07,2022-12-07,0930,Northeast,"BUNCO, GRAND THEFT",80,F,H,,Invest Cont,HOLLYDALE                    DR
220313681,2022-07-12,2022-07-03,1850,Southwest,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),6,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 W  30TH                         ST
230112653,2023-05-19,2023-05-19,1230,Central,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800    FRANCISCO                    ST
220123039,2022-10-23,2022-10-23,0700,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,B,MACE/PEPPER SPRAY,Invest Cont,7TH
231504566,2023-01-16,2023-01-15,2325,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,M,W,,Invest Cont,COLFAX                       AV
231809489,2023-04-24,2023-04-24,1710,Southeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),69,M,H,SEMI-AUTOMATIC PISTOL,Invest Cont,110TH
221701129,2022-10-08,2022-10-08,1230,Devonshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,W,VEHICLE,Adult Arrest,9900    LURLINE                      AV
231306257,2023-02-12,2023-02-12,1725,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,45,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,2500    MAPLE                        AV
222014561,2022-09-01,2022-09-01,1755,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,B,HAND GUN,Adult Arrest,300 S  VERMONT                      AV
230706749,2023-03-03,2023-03-03,0440,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48,F,V,,Invest Cont,1400 S  POINT VIEW                   ST
230310150,2023-04-29,2023-04-29,1730,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),28,M,A,,Invest Cont,1100 W  37TH                         ST
231105388,2023-02-05,2023-02-05,1900,Northeast,VIOLATION OF COURT ORDER,34,F,H,,Invest Cont,3300    SAN FERNANDO                 RD
220811575,2022-07-02,2022-07-01,1730,West LA,OTHER ASSAULT,31,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,3100    BAGLEY                       AV
231505183,2023-01-30,2023-01-30,0950,N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,M,H,BOTTLE,Invest Cont,11200    OXNARD                       ST
230609723,2023-05-13,2023-05-13,0300,Hollywood,BATTERY - SIMPLE ASSAULT,55,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300    WILCOX                       AV
221610234,2022-07-08,2022-07-07,0535,Foothill,THEFT OF IDENTITY,35,F,H,,Invest Cont,8600    SUNLAND                      BL
231110121,2023-06-14,2023-05-20,0900,Northeast,THEFT OF IDENTITY,41,M,W,,Invest Cont,1100    HYPERION                     AV
221112389,2022-08-06,2022-08-06,0500,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,2100    RESERVOIR                    ST
220219290,2022-10-27,2022-10-27,0345,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1500 W  PICO                         BL
231906761,2023-03-08,2023-03-04,1100,Mission,THEFT PLAIN - PETTY ($950 & UNDER),43,M,H,,Invest Cont,15500    NORDHOFF                     ST
231710125,2023-05-17,2023-05-17,2250,Devonshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,42,M,W,VERBAL THREAT,Invest Cont,9100    BALBOA                       BL
230209472,2023-04-23,2023-04-23,1200,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,M,H,,Invest Cont,1900    BEVERLY                      BL
221320883,2022-11-14,2022-11-12,2100,Newton,PICKPOCKET,20,F,W,,Invest Cont,1700    WALL                         ST
220213686,2022-07-21,2022-07-20,2100,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,W,,Invest Cont,900    MALTMAN                      AV
220214068,2022-07-29,2022-07-29,2050,Rampart,BATTERY - SIMPLE ASSAULT,20,M,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1200 W  WASHINGTON                   BL
230710948,2023-06-16,2023-06-15,1030,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,700 N  ORANGE GROVE                 AV
220217434,2022-09-26,2022-09-25,2230,Rampart,ROBBERY,38,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST
221614522,2022-11-23,2022-11-23,0230,Foothill,BURGLARY,60,M,O,,Invest Cont,9100    GLENOAKS                     BL
220401064,2022-08-28,2022-08-28,0050,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,HAND GUN,Adult Arrest,2400    WHITTIER                     BL
231807131,2023-03-03,2023-03-03,0907,Southeast,EXTORTION,61,F,H,,Invest Cont,2200 E  114TH                        ST
221111927,2022-07-20,2022-07-18,1620,Northeast,BURGLARY FROM VEHICLE,26,X,Z,,Invest Cont,3600    MONON                        ST
221301153,2022-12-17,2022-12-17,1440,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,58,M,H,VERBAL THREAT,Adult Arrest,400 E  48TH                         ST
220717478,2022-12-06,2022-12-06,0930,Wilshire,BURGLARY FROM VEHICLE,25,M,W,,Invest Cont,100 S  LA BREA                      AV
220615771,2022-09-09,2022-09-08,2100,Hollywood,BATTERY - SIMPLE ASSAULT,30,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2300 N  HIGHLAND                     AV
230708379,2023-04-12,2023-04-12,1400,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,F,B,,Invest Cont,2000    HAUSER                       BL
232107482,2023-04-03,2023-04-03,1945,Topanga,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,F,A,,Invest Cont,ROSCOE
221911123,2022-06-22,2022-06-20,0900,Mission,THEFT OF IDENTITY,49,F,W,,Invest Cont,8000    MAMMOTH                      AV
231004951,2023-01-25,2023-01-25,1600,West Valley,BRANDISH WEAPON,71,M,O,VERBAL THREAT,Invest Cont,17800    VENTURA                      BL
221716945,2022-11-29,2022-11-29,1100,Devonshire,BURGLARY FROM VEHICLE,33,M,H,,Invest Cont,10100    OSO                          AV
220616114,2022-09-16,2022-09-16,0030,Hollywood,"THEFT, PERSON",27,F,W,,Invest Cont,1500    WILCOX                       AV
220118723,2022-08-21,2022-08-20,2019,Central,BURGLARY FROM VEHICLE,36,M,H,,Invest Cont,1100 S  OLIVE                        ST
230900797,2023-04-29,2023-04-28,2341,Van Nuys,ROBBERY,34,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,13800    CUMPSTON                     ST
220811733,2022-07-08,2022-07-07,2315,West LA,BURGLARY,39,F,W,,Invest Cont,600    26TH                         ST
221918368,2022-12-26,2022-12-25,1600,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,18,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14000    FOOTHILL                     BL
230312532,2023-06-20,2023-06-19,1730,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,F,H,,Invest Cont,4000    CRENSHAW                     BL
221017967,2022-12-22,2022-12-22,0900,West Valley,BATTERY - SIMPLE ASSAULT,40,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6000    RESEDA                       BL
221014346,2022-09-22,2022-09-22,0001,West Valley,BATTERY - SIMPLE ASSAULT,13,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18200    SHERMAN                      WY
221914046,2022-09-06,2022-09-01,0600,Mission,THEFT OF IDENTITY,40,F,H,,Invest Cont,9100    ORION                        AV
232105134,2023-02-01,2023-02-01,1900,Topanga,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),39,M,H,,Invest Cont,TOPANGA CANYON
231806334,2023-02-14,2023-02-14,0730,Southeast,BATTERY - SIMPLE ASSAULT,37,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,AVALON                       BL
220514944,2022-10-16,2022-10-16,2240,Harbor,BATTERY - SIMPLE ASSAULT,19,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700 S  GAFFEY                       ST
230304686,2023-01-15,2023-01-15,0100,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),18,F,B,,Invest Cont,3800    ARLINGTON                    AV
231205771,2023-01-31,2023-01-30,1300,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FIGUEROA                     ST
220611193,2022-06-02,2022-06-01,2142,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),27,F,W,,Adult Other,1500 N  LAUREL                       AV
231213966,2023-06-16,2023-06-16,0655,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,BROADWAY
231505739,2023-02-11,2023-01-21,0805,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),43,F,B,,Invest Cont,4500    IRVINE                       AV
220316774,2022-09-13,2022-09-03,1210,Southwest,THEFT OF IDENTITY,57,M,B,,Invest Cont,4100    PALMYRA                      RD
220717262,2022-12-02,2022-12-01,2200,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,O,,Invest Cont,2100 W  VIEW                         ST
